parent,parent_label,winner_notation,winner_label,winner_sources,winner_children,losers,n_losers,norm_key
076037,PLACE OF CONTRACTING,076055,INFORMAL BILATERAL CONTRACT,1,0,076056=INFORMAL BILATERAL CONTRACTS,1,BILATERAL CONTRACT INFORMAL
076128,CORPORATIONS,076143,DISSOLUTION AND WINDING UP,0,2,076163=WINDING UP AND DISSOLUTION,1,DISSOLUTION UP WINDING
076728,MARRIAGE,076746,VALIDITY OF FOREIGN MARRIAGE,0,3,076750=VALIDITY OF FOREIGN MARRIAGES,1,FOREIGN MARRIAGE VALIDITY
076811,CHILD CUSTODY JURISDICTION,076813,DOMICILE OF CHILD AS JURISDICTIONAL BASIS,0,1,076815=DOMICILE OF THE CHILD AS JURISDICTIONAL BASIS,1,AS BASI CHILD DOMICILE JURISDICTIONAL
076898,FOREIGN CORPORATIONS,076904,DOING BUSINESS QUALIFICATION,0,3,076899=DOING BUSINESS AND QUALIFICATION,1,BUSINESS DOING QUALIFICATION
076952,FOREIGN JUDGMENTS AND AWARDS,076953,ENFORCEMENT AND RECOGNITION OF FOREIGN JUDGMENTS,1,0,076954=RECOGNITION AND ENFORCEMENT OF FOREIGN JUDGMENTS,1,ENFORCEMENT FOREIGN JUDGMENT RECOGNITION
076955,FOREIGN JUDGMENTS AND DECREES,076958,FOREIGN DIVORCE RECOGNITION,0,1,076972=RECOGNITION OF FOREIGN DIVORCE,1,DIVORCE FOREIGN RECOGNITION
077050,HISTORICAL DEVELOPMENT,077054,STATUTIST DOCTRINES,1,0,077051=STATUTIST DOCTRINE,1,DOCTRINE STATUTIST
077132,JUDGMENTS,077133,ENFORCEMENT AND RECOGNITION OF FOREIGN JUDGMENTS,1,0,077142=FOREIGN JUDGMENT RECOGNITION AND ENFORCEMENT;077167=RECOGNITION AND ENFORCEMENT OF FOREIGN JUDGMENTS,2,ENFORCEMENT FOREIGN JUDGMENT RECOGNITION
077184,JUDGMENTS AND DECREES,077210,FOREIGN JUDGMENTS RECOGNITION AND ENFORCEMENT,0,2,077220=RECOGNITION AND ENFORCEMENT OF FOREIGN JUDGMENTS,1,ENFORCEMENT FOREIGN JUDGMENT RECOGNITION
077283,JURISDICTION,077294,DIVORCE JURISDICTION,0,1,077376=JURISDICTION FOR DIVORCE,1,DIVORCE JURISDICTION
078121,PROPERTY,078351,PERSONAL PROPERTY AND CHATTELS,0,2,078164=CHATTELS (PERSONAL PROPERTY);078348=PERSONAL PROPERTY (CHATTELS),2,CHATTEL PERSONAL PROPERTY
078225,IMMOVABLE PROPERTY (LAND),078229,CONVEYANCE AND TRANSFER,0,2,078235=CONVEYANCES AND TRANSFERS,1,CONVEYANCE TRANSFER
078378,SECURED TRANSACTIONS AND LIENS,078381,PLEDGE OF CHATTEL,0,1,078383=PLEDGE OF CHATTELS,1,CHATTEL PLEDGE
078458,TRUST OF LAND,078459,VALIDITY GOVERNED BY LAW OF SITUS,2,0,078460=VALIDITY GOVERNED BY SITUS LAW,1,GOVERNED LAW SITU VALIDITY
078772,RECOGNITION AND ENFORCEMENT OF FOREIGN JUDGMENTS,078780,IN PERSONAM JUDGMENTS,1,0,078781=JUDGMENTS IN PERSONAM,1,JUDGMENT PERSONAM
079269,TRUSTS,079270,ADMINISTRATION OF TRUST OF MOVABLES,0,1,079273=ADMINISTRATION OF TRUSTS OF MOVABLES,1,ADMINISTRATION MOVABLE TRUST
079744,INTERNATIONAL HUMAN RIGHTS LAW,079935,UN TREATY BODIES AND INDIVIDUAL COMMUNICATIONS PROCEDURE,0,1,079940=UN TREATY BODIES AND INDIVIDUAL COMMUNICATIONS PROCEDURES,1,BODIE COMMUNICATION INDIVIDUAL PROCEDURE TREATY UN
079816,REGIONAL HUMAN RIGHTS SYSTEMS,079848,INTER-AMERICAN HUMAN RIGHTS SYSTEM,2,1,079857=INTER-AMERICAN SYSTEM FOR HUMAN RIGHTS,1,AMERICAN HUMAN INTER RIGHT SYSTEM
079819,EUROPEAN CONVENTION ON HUMAN RIGHTS,079822,DEROGATION AND STATE EMERGENCY,0,1,079824=DEROGATION AND STATE OF EMERGENCY,1,DEROGATION EMERGENCY STATE
079967,INTERNATIONAL HUMANITARIAN LAW,079968,CLASSIFICATION OF ARMED CONFLICT,0,1,079970=CLASSIFICATION OF ARMED CONFLICTS,1,ARMED CLASSIFICATION CONFLICT
080156,GENEVA CONVENTIONS OF 1949,080157,CONVENTION (I): WOUNDED AND SICK IN ARMED FORCES IN THE FIELD,1,0,080158=CONVENTION I ON WOUNDED AND SICK IN ARMED FORCES IN THE FIELD,1,ARMED CONVENTION FIELD FORCE I SICK WOUNDED
080213,INTERNATIONAL LAW,080331,LAW OF WAR AND ARMED CONFLICT,0,3,080217=ARMED CONFLICT AND LAW OF WAR;080222=ARMED CONFLICT AND THE LAWS OF WAR,2,ARMED CONFLICT LAW WAR
080279,LAW OF ARMED CONFLICT,080284,MARITIME WARFARE AND NEUTRALITY,0,1,080293=NEUTRALITY AND MARITIME WARFARE,1,MARITIME NEUTRALITY WARFARE
081183,,083382,AGENTS AND AGENCY,0,3,081962=AGENCY AND AGENTS,1,AGENCY AGENT
081183,,081980,AGENCY AND FIDUCIARY RELATIONSHIPS,0,83,090581=FIDUCIARY AND AGENCY RELATIONSHIPS;090750=FIDUCIARY RELATIONSHIPS AND AGENCY,2,AGENCY FIDUCIARY RELATIONSHIP
081183,,082706,AGENCY AND PRINCIPAL-AGENT RELATIONSHIPS,0,2,082703=AGENCY AND PRINCIPAL-AGENT RELATIONSHIP,1,AGENCY AGENT PRINCIPAL RELATIONSHIP
081183,,082711,AGENCY AND REPRESENTATION,0,25,096524=REPRESENTATION AND AGENCY,1,AGENCY REPRESENTATION
081183,,082974,AGENCY RELATIONSHIPS,0,87,082809=AGENCY RELATIONSHIP,1,AGENCY RELATIONSHIP
081183,,083412,AGENTS AND PRINCIPALS,0,7,096055=PRINCIPAL AND AGENT;096094=PRINCIPALS AND AGENTS,2,AGENT PRINCIPAL
081183,,083573,BUSINESS ENTITIES AND ASSOCIATIONS,0,4,083541=BUSINESS ASSOCIATIONS AND ENTITIES,1,ASSOCIATION BUSINESS ENTITIE
081183,,083658,CAPACITY AND DISQUALIFICATION,0,6,083691=CAPACITY AND DISQUALIFICATIONS,1,CAPACITY DISQUALIFICATION
081183,,083768,CAPACITY AND LEGAL QUALIFICATIONS,0,2,091547=LEGAL CAPACITY AND QUALIFICATIONS,1,CAPACITY LEGAL QUALIFICATION
081183,,091830,LEGAL STATUS AND CAPACITY,0,13,083773=CAPACITY AND LEGAL STATUS;091552=LEGAL CAPACITY AND STATUS;096630=STATUS AND LEGAL CAPACITY,3,CAPACITY LEGAL STATU
081183,,083791,CAPACITY AND STATUS OF NATURAL PERSONS,0,8,"094809=NATURAL PERSONS, CAPACITY, AND STATUS;096611=STATUS AND CAPACITY OF NATURAL PERSONS",2,CAPACITY NATURAL PERSON STATU
081183,,094719,NATURAL PERSONS AND CAPACITY,0,4,083815=CAPACITY OF NATURAL PERSONS,1,CAPACITY NATURAL PERSON
081183,,083954,DECEDENTS' ESTATES,0,12,083947=DECEDENTS AND ESTATES,1,DECEDENT ESTATE
081183,,084075,DECEDENTS' ESTATES AND PROBATE ADMINISTRATION,0,1,"084251=DECEDENTS' ESTATES, PROBATE, AND ADMINISTRATION",1,ADMINISTRATION DECEDENT ESTATE PROBATE
081183,,084078,DECEDENTS' ESTATES AND SUCCESSION,0,10,"084383=DECEDENTS, ESTATES, AND SUCCESSION",1,DECEDENT ESTATE SUCCESSION
081183,,084273,"DECEDENTS' ESTATES, SUCCESSION, AND INTESTACY",0,3,"084244=DECEDENTS' ESTATES, INTESTACY, AND SUCCESSION",1,DECEDENT ESTATE INTESTACY SUCCESSION
081183,,086431,FAMILY AND DOMESTIC RELATIONSHIPS,0,5,084414=DOMESTIC AND FAMILY RELATIONSHIPS,1,DOMESTIC FAMILY RELATIONSHIP
081183,,086285,FAMILY AND DOMESTIC RELATIONS,0,30,085641=DOMESTIC RELATIONS AND FAMILY,1,DOMESTIC FAMILY RELATION
081183,,088335,FAMILY LAW AND DOMESTIC RELATIONS,0,68,085648=DOMESTIC RELATIONS AND FAMILY LAW;088931=FAMILY RELATIONS AND DOMESTIC LAW,2,DOMESTIC FAMILY LAW RELATION
081183,,085891,DOMESTIC RELATIONS AND FAMILY STATUS,0,19,088938=FAMILY RELATIONS AND DOMESTIC STATUS;089865=FAMILY STATUS AND DOMESTIC RELATIONS,2,DOMESTIC FAMILY RELATION STATU
081183,,085986,DOMESTIC RELATIONS AND MARITAL STATUS,0,13,092169=MARITAL STATUS AND DOMESTIC RELATIONS,1,DOMESTIC MARITAL RELATION STATU
081183,,092575,MARRIAGE AND DOMESTIC RELATIONS,0,99,086024=DOMESTIC RELATIONS AND MARRIAGE,1,DOMESTIC MARRIAGE RELATION
081183,,086080,DOMICILE AND RESIDENCE,0,6,096543=RESIDENCE AND DOMICILE,1,DOMICILE RESIDENCE
081183,,086203,EMPLOYMENT RELATIONSHIPS,0,2,086200=EMPLOYMENT RELATIONSHIP,1,EMPLOYMENT RELATIONSHIP
081183,,086209,ESTATE ADMINISTRATION AND PROBATE,0,1,096111=PROBATE AND ESTATE ADMINISTRATION,1,ADMINISTRATION ESTATE PROBATE
081183,,089952,FIDUCIARIES AND ESTATE REPRESENTATIVES,0,3,086225=ESTATE FIDUCIARIES AND REPRESENTATIVES;090351=FIDUCIARIES AND REPRESENTATIVES OF ESTATES,2,ESTATE FIDUCIARIE REPRESENTATIVE
081183,,086262,"ESTATES, WILLS, AND TRUSTS",0,1,"096848=WILLS, TRUSTS, AND ESTATES",1,ESTATE TRUST WILL
081183,,086465,FAMILY AND MARITAL RELATIONSHIPS,0,1,091917=MARITAL AND FAMILY RELATIONSHIPS,1,FAMILY MARITAL RELATIONSHIP
081183,,089432,FAMILY RELATIONSHIPS AND DOMESTIC LAW,0,3,088825=FAMILY LAW AND DOMESTIC RELATIONSHIPS,1,DOMESTIC FAMILY LAW RELATIONSHIP
081183,,088850,FAMILY LAW RELATIONSHIPS,0,3,088846=FAMILY LAW AND RELATIONSHIPS,1,FAMILY LAW RELATIONSHIP
081183,,088907,"FAMILY LAW, MARRIAGE, AND DOMESTIC RELATIONS",0,2,"094516=MARRIAGE, DOMESTIC RELATIONS, AND FAMILY LAW",1,DOMESTIC FAMILY LAW MARRIAGE RELATION
081183,,089656,FAMILY RELATIONSHIPS AND MARITAL STATUS,0,1,092175=MARITAL STATUS AND FAMILY RELATIONSHIPS,1,FAMILY MARITAL RELATIONSHIP STATU
081183,,093930,MARRIAGE AND FAMILY RELATIONSHIPS,0,20,089661=FAMILY RELATIONSHIPS AND MARRIAGE,1,FAMILY MARRIAGE RELATIONSHIP
081183,,089675,FAMILY RELATIONSHIPS AND STATUS,0,34,089870=FAMILY STATUS AND RELATIONSHIPS,1,FAMILY RELATIONSHIP STATU
081183,,091805,LEGAL REPRESENTATIVES AND FIDUCIARIES,0,3,089971=FIDUCIARIES AND LEGAL REPRESENTATIVES,1,FIDUCIARIE LEGAL REPRESENTATIVE
081183,,090513,"FIDUCIARIES, REPRESENTATIVES, AND OFFICIALS",0,4,089977=FIDUCIARIES AND OFFICIAL REPRESENTATIVES,1,FIDUCIARIE OFFICIAL REPRESENTATIVE
081183,,089984,FIDUCIARIES AND PERSONAL REPRESENTATIVES,0,4,095182=PERSONAL REPRESENTATIVES AND FIDUCIARIES,1,FIDUCIARIE PERSONAL REPRESENTATIVE
081183,,090051,FIDUCIARIES AND REPRESENTATIVES,0,17,096536=REPRESENTATIVES AND FIDUCIARIES,1,FIDUCIARIE REPRESENTATIVE
081183,,096788,TRUSTS AND FIDUCIARY RELATIONSHIPS,0,9,090784=FIDUCIARY RELATIONSHIPS AND TRUSTS,1,FIDUCIARY RELATIONSHIP TRUST
081183,,090823,GOVERNMENT OFFICERS AND PUBLIC OFFICIALS,0,1,090834=GOVERNMENT OFFICIALS AND PUBLIC OFFICERS,1,GOVERNMENT OFFICER OFFICIAL PUBLIC
081183,,090871,GUARDIAN AND WARD,0,26,091001=GUARDIANS AND WARDS,1,GUARDIAN WARD
081183,,091075,GUARDIANSHIP AND WARD,0,3,091121=GUARDIANSHIP AND WARDS,1,GUARDIANSHIP WARD
081183,,094625,MINORS AND INFANTS,0,3,091337=INFANTS AND MINORS,1,INFANT MINOR
081183,,091501,LEGAL CAPACITY AND DISQUALIFICATIONS,0,15,091495=LEGAL CAPACITY AND DISQUALIFICATION,1,CAPACITY DISQUALIFICATION LEGAL
081183,,091590,LEGAL PERSONHOOD AND STATUS,0,8,095357=PERSONHOOD AND LEGAL STATUS;096633=STATUS AND LEGAL PERSONHOOD,2,LEGAL PERSONHOOD STATU
081183,,091621,LEGAL PERSONS AND ENTITIES,0,10,095551=PERSONS AND LEGAL ENTITIES,1,ENTITIE LEGAL PERSON
081183,,095564,PERSONS AND LEGAL STATUS,0,36,091648=LEGAL PERSONS AND STATUS,1,LEGAL PERSON STATU
081183,,092188,MARITAL STATUS AND RELATIONSHIPS,0,22,092074=MARITAL RELATIONSHIPS AND STATUS,1,MARITAL RELATIONSHIP STATU
081183,,092429,MARRIAGE AND DOMESTIC PARTNERSHIPS,0,42,092425=MARRIAGE AND DOMESTIC PARTNERSHIP,1,DOMESTIC MARRIAGE PARTNERSHIP
081183,,094162,MARRIAGE AND MARITAL RELATIONSHIPS,0,12,094136=MARRIAGE AND MARITAL RELATIONSHIP,1,MARITAL MARRIAGE RELATIONSHIP
081183,,094353,MARRIAGE AND SPOUSAL RELATIONSHIP,0,25,094455=MARRIAGE AND SPOUSAL RELATIONSHIPS,1,MARRIAGE RELATIONSHIP SPOUSAL
081183,,094597,MASTER-SERVANT RELATIONSHIP,0,1,094594=MASTER AND SERVANT RELATIONSHIP,1,MASTER RELATIONSHIP SERVANT
081183,,096309,PUBLIC OFFICERS AND OFFICIALS,0,39,094866=OFFICERS AND PUBLIC OFFICIALS;096497=PUBLIC OFFICIALS AND OFFICERS,2,OFFICER OFFICIAL PUBLIC
081183,,094973,PARENT-CHILD RELATIONSHIP,0,11,095055=PARENT-CHILD RELATIONSHIPS,1,CHILD PARENT RELATIONSHIP
081183,,095216,PERSONAL STATUS AND CAPACITY,0,21,095148=PERSONAL CAPACITY AND STATUS;096636=STATUS AND PERSONAL CAPACITY,2,CAPACITY PERSONAL STATU
081183,,095336,PERSONAL STATUS AND LEGAL CAPACITY,0,4,095169=PERSONAL LEGAL STATUS AND CAPACITY,1,CAPACITY LEGAL PERSONAL STATU
081183,,095350,PERSONAL STATUS AND RELATIONSHIPS,0,2,096639=STATUS AND PERSONAL RELATIONSHIPS,1,PERSONAL RELATIONSHIP STATU
081183,,096036,PERSONS WITH DISABILITIES,0,1,095962=PERSONS UNDER DISABILITIES,1,DISABILITIE PERSON
081183,,096063,PRINCIPAL-AGENT RELATIONSHIPS,0,12,096060=PRINCIPAL-AGENT RELATIONSHIP,1,AGENT PRINCIPAL RELATIONSHIP
081183,,096145,PUBLIC OFFICERS AND EMPLOYEES,0,8,096123=PUBLIC EMPLOYEES AND OFFICERS,1,EMPLOYEE OFFICER PUBLIC
081183,,096189,PUBLIC OFFICERS AND OFFICES,0,27,096126=PUBLIC OFFICE AND OFFICERS;096167=PUBLIC OFFICERS AND OFFICE;096471=PUBLIC OFFICES AND OFFICERS,3,OFFICE OFFICER PUBLIC
081183,,096449,PUBLIC OFFICERS AND PUBLIC OFFICE,0,5,096462=PUBLIC OFFICERS AND PUBLIC OFFICES,1,OFFICE OFFICER PUBLIC PUBLIC
081187,AGENCY,081320,AUTHORITY OF AGENT,0,30,081189=AGENT AUTHORITY;081394=AUTHORITY OF AGENTS;081443=AUTHORITY OF THE AGENT,3,AGENT AUTHORITY
081187,AGENCY,081461,CLASSIFICATION OF AGENTS,1,2,081198=AGENT CLASSIFICATIONS,1,AGENT CLASSIFICATION
081187,AGENCY,081212,AGENT'S AUTHORITY AND POWER,0,2,081219=AGENT'S AUTHORITY AND POWERS;081233=AGENT'S POWERS AND AUTHORITY,2,AGENT AUTHORITY POWER S
081187,AGENCY,081768,PRINCIPAL-AGENT RELATIONSHIP,1,17,081247=AGENT-PRINCIPAL RELATIONSHIP;081746=PRINCIPAL AND AGENT RELATIONSHIP,2,AGENT PRINCIPAL RELATIONSHIP
081187,AGENCY,081294,AUTHORITY AND POWERS OF AGENTS,0,7,081286=AUTHORITY AND POWER OF AGENTS,1,AGENT AUTHORITY POWER
081187,AGENCY,081837,SCOPE OF AUTHORITY,0,3,081313=AUTHORITY AND SCOPE,1,AUTHORITY SCOPE
081187,AGENCY,081524,CREATION AND TERMINATION OF AGENCY RELATIONSHIPS,0,2,081521=CREATION AND TERMINATION OF AGENCY RELATIONSHIP,1,AGENCY CREATION RELATIONSHIP TERMINATION
081187,AGENCY,081542,DEFINITION AND NATURE OF AGENCY,1,1,081695=NATURE AND DEFINITION OF AGENCY,1,AGENCY DEFINITION NATURE
081187,AGENCY,081547,DELEGATION AND SUB-AGENCY,0,1,081841=SUB-AGENCY AND DELEGATION,1,AGENCY DELEGATION SUB
081187,AGENCY,081570,DUTIES AND LIABILITIES OF AGENT TO PRINCIPAL,0,3,081589=DUTIES AND LIABILITIES OF AGENTS TO PRINCIPALS,1,AGENT DUTIE LIABILITIE PRINCIPAL
081187,AGENCY,081815,RIGHTS AND DUTIES OF AGENTS,0,2,081612=DUTIES AND RIGHTS OF AGENTS,1,AGENT DUTIE RIGHT
081187,AGENCY,081676,FORMATION OF THE AGENCY RELATION,0,2,081671=FORMATION OF AGENCY RELATION,1,AGENCY FORMATION RELATION
081187,AGENCY,081702,NATURE AND SCOPE OF AGENCY,0,3,081833=SCOPE AND NATURE OF AGENCY,1,AGENCY NATURE SCOPE
081187,AGENCY,081887,TERMINATION OF AGENCY RELATION,0,3,081911=TERMINATION OF THE AGENCY RELATION,1,AGENCY RELATION TERMINATION
081187,AGENCY,081896,TERMINATION OF AGENCY RELATIONSHIP,1,6,081916=TERMINATION OF THE AGENCY RELATIONSHIP,1,AGENCY RELATIONSHIP TERMINATION
081187,AGENCY,081926,TYPES AND CLASSIFICATIONS OF AGENTS,1,0,081924=TYPES AND CLASSIFICATION OF AGENTS,1,AGENT CLASSIFICATION TYPE
081320,AUTHORITY OF AGENT,081355,EXISTENCE AND SCOPE OF AUTHORITY,0,1,081375=SCOPE AND EXISTENCE OF AUTHORITY,1,AUTHORITY EXISTENCE SCOPE
081768,PRINCIPAL-AGENT RELATIONSHIP,081773,AGENT'S DUTIES TO PRINCIPAL,0,1,081793=PRINCIPAL'S DUTIES TO AGENT,1,AGENT DUTIE PRINCIPAL S
081980,AGENCY AND FIDUCIARY RELATIONSHIPS,082169,AGENCY LAW,2,0,082559=LAW OF AGENCY,1,AGENCY LAW
081980,AGENCY AND FIDUCIARY RELATIONSHIPS,082190,AGENCY RELATIONSHIPS,0,5,082170=AGENCY RELATIONSHIP,1,AGENCY RELATIONSHIP
081980,AGENCY AND FIDUCIARY RELATIONSHIPS,082202,AGENT,1,0,082318=AGENTS,1,AGENT
081980,AGENCY AND FIDUCIARY RELATIONSHIPS,082358,AUTHORITY OF AGENTS,0,21,082203=AGENT AUTHORITY;082353=AUTHORITY OF AGENT,2,AGENT AUTHORITY
081980,AGENCY AND FIDUCIARY RELATIONSHIPS,082245,AGENT AUTHORITY AND DUTIES,0,4,082312=AGENT-AUTHORITY AND DUTIES,1,AGENT AUTHORITY DUTIE
081980,AGENCY AND FIDUCIARY RELATIONSHIPS,082257,AGENT AUTHORITY AND POWERS,0,1,082348=AUTHORITY AND POWERS OF AGENTS,1,AGENT AUTHORITY POWER
081980,AGENCY AND FIDUCIARY RELATIONSHIPS,082533,DUTIES OF AGENTS,0,9,082267=AGENT DUTIES;082526=DUTIES OF AGENT,2,AGENT DUTIE
081980,AGENCY AND FIDUCIARY RELATIONSHIPS,082269,AGENT DUTIES AND LIABILITIES,1,4,082481=DUTIES AND LIABILITIES OF AGENTS,1,AGENT DUTIE LIABILITIE
081980,AGENCY AND FIDUCIARY RELATIONSHIPS,082277,AGENT DUTIES AND OBLIGATIONS,0,3,082522=DUTIES AND OBLIGATIONS OF AGENTS,1,AGENT DUTIE OBLIGATION
081980,AGENCY AND FIDUCIARY RELATIONSHIPS,082575,PRINCIPAL-AGENT RELATIONSHIP,2,28,082315=AGENT-PRINCIPAL RELATIONSHIP;082657=PRINCIPAL-AGENT RELATIONSHIPS,2,AGENT PRINCIPAL RELATIONSHIP
081981,AGENCY,081995,AUTHORITY AND POWERS OF AGENTS,0,2,081991=AUTHORITY AND POWER OF AGENTS;081993=AUTHORITY AND POWERS OF AGENT,2,AGENT AUTHORITY POWER
081981,AGENCY,082000,AUTHORITY OF AGENT,1,27,082044=AUTHORITY OF AGENTS,1,AGENT AUTHORITY
081981,AGENCY,082081,DUTIES AND OBLIGATIONS OF AGENT,0,1,082083=DUTIES AND OBLIGATIONS OF AGENTS,1,AGENT DUTIE OBLIGATION
082153,TYPES OF AGENTS,082156,SPECIAL AGENT,1,0,082157=SPECIAL AGENTS,1,AGENT SPECIAL
082481,DUTIES AND LIABILITIES OF AGENTS,082484,AGENT LIABILITY TO THIRD PARTIES,0,1,082508=LIABILITY OF AGENT TO THIRD PARTIES;082510=LIABILITY OF AGENTS TO THIRD PARTIES,2,AGENT LIABILITY PARTIE THIRD
082481,DUTIES AND LIABILITIES OF AGENTS,082492,DUTIES AND LIABILITIES OF AGENTS TO THIRD PERSONS,4,4,082497=DUTIES AND LIABILITIES OF THE AGENT TO THIRD PERSONS,1,AGENT DUTIE LIABILITIE PERSON THIRD
082575,PRINCIPAL-AGENT RELATIONSHIP,082576,ADMISSIONS AND DECLARATIONS BY AGENT,1,0,082577=ADMISSIONS AND DECLARATIONS BY AGENTS,1,ADMISSION AGENT DECLARATION
082711,AGENCY AND REPRESENTATION,082720,AUTHORITY AND POWER OF AGENTS,0,1,082723=AUTHORITY AND POWERS OF AGENTS,1,AGENT AUTHORITY POWER
082711,AGENCY AND REPRESENTATION,082732,AUTHORITY OF AGENTS,0,5,082726=AUTHORITY OF AGENT,1,AGENT AUTHORITY
082711,AGENCY AND REPRESENTATION,082743,CREATION OF AGENCY RELATIONSHIP,0,2,082746=CREATION OF AGENCY RELATIONSHIPS,1,AGENCY CREATION RELATIONSHIP
082711,AGENCY AND REPRESENTATION,082761,POWERS OF ATTORNEY,0,3,082759=POWER OF ATTORNEY,1,ATTORNEY POWER
082809,AGENCY RELATIONSHIP,082853,CREATION AND APPOINTMENT OF AGENTS,0,5,082847=CREATION AND APPOINTMENT OF AGENT,1,AGENT APPOINTMENT CREATION
082834,CLASSIFICATION OF AGENTS,082835,GENERAL VERSUS SPECIAL AGENT,0,1,082837=GENERAL VERSUS SPECIAL AGENTS,1,AGENT GENERAL SPECIAL VERSU
082974,AGENCY RELATIONSHIPS,083047,AUTHORITY OF AGENT,1,2,082977=AGENT AUTHORITY;083052=AUTHORITY OF AGENTS,2,AGENT AUTHORITY
082974,AGENCY RELATIONSHIPS,083041,AUTHORITY AND POWERS OF AGENTS,0,2,082997=AGENT AUTHORITY AND POWERS;083038=AUTHORITY AND POWER OF AGENTS,2,AGENT AUTHORITY POWER
082974,AGENCY RELATIONSHIPS,083150,DUTIES AND LIABILITIES OF AGENTS,0,12,083172=DUTIES AND LIABILITIES OF THE AGENT,1,AGENT DUTIE LIABILITIE
082974,AGENCY RELATIONSHIPS,083181,DUTIES AND OBLIGATIONS OF AGENT,0,1,083184=DUTIES AND OBLIGATIONS OF AGENTS,1,AGENT DUTIE OBLIGATION
082974,AGENCY RELATIONSHIPS,083274,RIGHTS AND DUTIES OF AGENTS,0,3,083187=DUTIES AND RIGHTS OF AGENTS,1,AGENT DUTIE RIGHT
082974,AGENCY RELATIONSHIPS,083279,RIGHTS AND DUTIES OF PRINCIPAL AND AGENT,0,3,083190=DUTIES AND RIGHTS OF AGENTS AND PRINCIPALS;083285=RIGHTS AND DUTIES OF PRINCIPALS AND AGENTS,2,AGENT DUTIE PRINCIPAL RIGHT
082974,AGENCY RELATIONSHIPS,083195,DUTIES OF AGENTS,0,2,083193=DUTIES OF AGENT,1,AGENT DUTIE
082974,AGENCY RELATIONSHIPS,083247,PRINCIPAL'S CAPACITY AND STATUS,0,1,083252=PRINCIPAL'S STATUS AND CAPACITY,1,CAPACITY PRINCIPAL S STATU
082974,AGENCY RELATIONSHIPS,083261,PRINCIPAL-AGENT RELATIONSHIP,0,3,083266=PRINCIPAL-AGENT RELATIONSHIPS,1,AGENT PRINCIPAL RELATIONSHIP
083355,TYPES OF AGENTS,083356,GENERAL AND SPECIAL AGENTS,1,0,083357=SPECIAL AND GENERAL AGENTS,1,AGENT GENERAL SPECIAL
083573,BUSINESS ENTITIES AND ASSOCIATIONS,083582,PARTNERSHIPS,0,4,083579=PARTNERSHIP,1,PARTNERSHIP
083954,DECEDENTS' ESTATES,083955,ADMINISTRATION OF ESTATES,0,17,083988=ESTATE ADMINISTRATION,1,ADMINISTRATION ESTATE
083955,ADMINISTRATION OF ESTATES,083959,APPOINTMENT AND QUALIFICATION OF PERSONAL REPRESENTATIVES,0,1,083961=APPOINTMENT AND QUALIFICATIONS OF PERSONAL REPRESENTATIVES,1,APPOINTMENT PERSONAL QUALIFICATION REPRESENTATIVE
084033,DECEDENTS' ESTATES AND FIDUCIARIES,084034,ADMINISTRATION OF ESTATES,0,2,084042=ESTATE ADMINISTRATION,1,ADMINISTRATION ESTATE
084161,DECEDENTS' ESTATES AND TRUSTS,084162,ADMINISTRATION OF ESTATES,0,18,084220=ESTATE ADMINISTRATION,1,ADMINISTRATION ESTATE
084190,EXECUTORS AND ADMINISTRATORS,084201,DUTIES AND POWERS,0,1,084205=POWERS AND DUTIES,1,DUTIE POWER
084207,FIDUCIARY COMPENSATION,084208,EXECUTORS AND ADMINISTRATORS COMPENSATION,1,0,084209=EXECUTORS AND ADMINISTRATORS' COMPENSATION,1,ADMINISTRATOR COMPENSATION EXECUTOR
084297,"DECEDENTS' ESTATES, TRUSTS, AND FIDUCIARIES",084322,EXECUTORS AND ADMINISTRATORS,0,12,084317=ADMINISTRATORS AND EXECUTORS,1,ADMINISTRATOR EXECUTOR
084419,DOMESTIC RELATIONS,084436,DIVORCE AND SEPARATION,0,7,085611=SEPARATION AND DIVORCE,1,DIVORCE SEPARATION
084419,DOMESTIC RELATIONS,085089,MARRIAGE AND DISSOLUTION,0,3,085361=MARRIAGE DISSOLUTION,1,DISSOLUTION MARRIAGE
084419,DOMESTIC RELATIONS,085337,MARRIAGE AND SPOUSAL RELATIONSHIP,0,3,085344=MARRIAGE AND SPOUSAL RELATIONSHIPS,1,MARRIAGE RELATIONSHIP SPOUSAL
084419,DOMESTIC RELATIONS,085434,"MARRIAGE, DIVORCE, AND SEPARATION",0,13,"085472=MARRIAGE, SEPARATION, AND DIVORCE",1,DIVORCE MARRIAGE SEPARATION
084419,DOMESTIC RELATIONS,085583,PARENT-CHILD RELATIONSHIP,0,3,085588=PARENT-CHILD RELATIONSHIPS,1,CHILD PARENT RELATIONSHIP
084458,GUARDIAN AND WARD,084468,GUARDIANSHIP DUTIES AND POWERS,0,1,084470=GUARDIANSHIP POWERS AND DUTIES,1,DUTIE GUARDIANSHIP POWER
084603,MARITAL RELATIONS,084621,PROPERTY RIGHTS AND INTERESTS,0,3,084645=RIGHTS AND INTERESTS IN PROPERTY,1,INTEREST PROPERTY RIGHT
084721,MARRIAGE,084749,DISSOLUTION AND DIVORCE,0,2,084765=DIVORCE AND DISSOLUTION,1,DISSOLUTION DIVORCE
084721,MARRIAGE,084800,FORMATION AND VALIDITY,0,2,085021=VALIDITY AND FORMATION,1,FORMATION VALIDITY
