parent,parent_label,winner_notation,winner_label,winner_sources,winner_children,losers,n_losers
027122,CAPITAL STOCK AND SHARES,027201,PREFERRED STOCK,0,2,027199=PREFERRED SHARES,1
027122,CAPITAL STOCK AND SHARES,027212,STOCK CERTIFICATES,0,5,027210=SHARE CERTIFICATES,1
027122,CAPITAL STOCK AND SHARES,027206,REPURCHASE OF OWN SHARES,0,2,027208=REPURCHASE OF OWN SHARES BY CORPORATION,1
027276,TRANSFER OF SHARES,027283,REGISTRY OF TRANSFER,1,1,027281=REGISTRATION OF TRANSFERS,1
027308,CAPITAL STRUCTURE AND CORPORATE FINANCE,027309,CAPITAL REDUCTION,0,0,027317=REDUCTION OF CAPITAL STOCK,1
027453,CLASSES OF SHARES,027455,PREFERRED SHARES,2,5,027454=PREFERRED AND PREFERENCE SHARES,1
027475,CAPITAL STRUCTURE AND STOCK,027481,ISSUANCE OF STOCK,0,2,027478=ISSUANCE OF SHARES,1
027555,CLASSIFICATION OF CORPORATIONS,027559,PUBLIC VERSUS PRIVATE CORPORATIONS,4,1,027558=PUBLIC AND PRIVATE CORPORATIONS,1
027594,CORPORATE AGENCY AND AUTHORITY,027598,CORPORATION BOUND BY ACTS OF AGENTS,2,0,027595=BINDING EFFECT OF OFFICER AND AGENT ACTS,1
027686,CORPORATE CHARTERS,027693,CONSTRUCTION AND INTERPRETATION OF CHARTERS,1,2,027690=CONSTRUCTION AND INTERPRETATION,1
027751,CORPORATE EXISTENCE AND DISSOLUTION,027782,FORFEITURE OF CHARTER,0,3,027785=FORFEITURE OF CORPORATE FRANCHISE,1
027803,DEFECTIVE INCORPORATION,027806,PLEA OF NUL TIEL CORPORATION,1,1,027807=PLEADING NUL TIEL CORPORATION,1
027854,CORPORATE FINANCE,027873,DEBT FINANCING,0,3,027871=CORPORATE BORROWING AND DEBT,1
027883,CORPORATE FINANCE AND CAPITAL STRUCTURE,027965,STOCK AND SHAREHOLDERS,0,2,027968=STOCK AND STOCKHOLDERS,1
027904,CAPITAL STOCK,027907,INCREASE OF CAPITAL,0,3,027910=INCREASE OF CAPITAL STOCK,1
027933,CREDITORS' RIGHTS AND REMEDIES,027935,EXHAUSTION OF REMEDIES REQUIREMENT,2,0,027934=EXHAUSTION OF REMEDIES AGAINST THE CORPORATION,1
027989,CORPORATE FINANCE AND DISTRIBUTIONS,027990,DIVIDENDS,0,12,028009=DIVIDENDS AND DISTRIBUTIONS TO SHAREHOLDERS,1
028022,CORPORATE FINANCE AND SECURITIES,028184,ISSUANCE OF SHARES,0,8,028193=ISSUANCE OF STOCK,1
028022,CORPORATE FINANCE AND SECURITIES,028589,STOCK ACQUISITION AND REDEMPTION,0,2,028023=ACQUISITION AND REDEMPTION OF OWN SHARES,1
028071,CAPITAL STRUCTURE AND STOCK,028074,INCREASE OF CAPITAL STOCK,0,3,028072=INCREASE OF CAPITAL,1
028101,CORPORATE MORTGAGES,028102,POWER TO ISSUE AND FORM,0,2,028104=POWER TO ISSUE MORTGAGES,1
028139,DIVIDENDS AND DISTRIBUTIONS,028155,FORM OF DIVIDEND,0,2,028157=FORM OF DIVIDEND PAYMENT,1
028225,SHARE SUBSCRIPTIONS,028439,RESCISSION OF SUBSCRIPTION,0,2,028442=RESCISSION OF SUBSCRIPTION CONTRACT,1
028225,SHARE SUBSCRIPTIONS,028305,DEFENSES TO SUBSCRIPTION OBLIGATIONS,0,8,028300=DEFENSES TO ENFORCEMENT;028303=DEFENSES TO ENFORCEMENT OF SUBSCRIPTION,2
028225,SHARE SUBSCRIPTIONS,028434,RELEASE OR DISCHARGE OF SUBSCRIPTION CONTRACTS,1,2,028429=RELEASE AND DISCHARGE OF SUBSCRIBER,1
028225,SHARE SUBSCRIPTIONS,028293,CONSTRUCTION AND INTERPRETATION OF SUBSCRIPTION INSTRUMENTS,1,3,028291=CONSTRUCTION AND INTERPRETATION OF SUBSCRIPTION AGREEMENTS,1
028225,SHARE SUBSCRIPTIONS,028256,CALLS AND ASSESSMENTS,0,2,028258=CALLS AND ASSESSMENTS ON SHARES,1
028225,SHARE SUBSCRIPTIONS,028364,FORMATION OF SUBSCRIPTION CONTRACT,0,5,028360=FORMATION AND ENFORCEABILITY OF SUBSCRIPTION CONTRACTS;028362=FORMATION AND VALIDITY OF SUBSCRIPTION;028437=REQUISITES AND FORMATION OF SUBSCRIPTION,3
028225,SHARE SUBSCRIPTIONS,028369,FRAUD IN SUBSCRIPTION,0,3,028367=FRAUD AND MISREPRESENTATION IN SUBSCRIPTIONS,1
028225,SHARE SUBSCRIPTIONS,028468,SUBSCRIPTION CONTRACTS,1,2,028464=SUBSCRIPTION AGREEMENTS,1
028225,SHARE SUBSCRIPTIONS,028280,CONSIDERATION FOR SHARES,0,2,028284=CONSIDERATION FOR SUBSCRIPTION,1
028225,SHARE SUBSCRIPTIONS,028460,SUBSCRIBER LIABILITY,0,3,028394=LIABILITY ON SUBSCRIPTIONS,1
028225,SHARE SUBSCRIPTIONS,028242,ASSESSMENTS ON SHARES,0,2,028244=ASSESSMENTS ON SUBSCRIPTIONS,1
028225,SHARE SUBSCRIPTIONS,028491,VALIDITY AND ENFORCEABILITY OF SUBSCRIPTIONS,0,0,028489=VALIDITY AND ENFORCEABILITY OF SUBSCRIPTION CONTRACTS,1
028225,SHARE SUBSCRIPTIONS,028275,CONDITIONS PRECEDENT TO SUBSCRIPTION,0,4,028273=CONDITIONS PRECEDENT TO SUBSCRIBER LIABILITY;028277=CONDITIONS PRECEDENT TO SUBSCRIPTION OBLIGATIONS,2
028225,SHARE SUBSCRIPTIONS,028379,INSOLVENCY AND RECEIVERSHIP,0,2,028381=INSOLVENCY AND RECEIVERSHIP PROCEEDINGS,1
028280,CONSIDERATION FOR SHARES,028283,PROPERTY OTHER THAN MONEY AS CONSIDERATION,1,1,028281=PROPERTY AS CONSIDERATION,1
028305,DEFENSES TO SUBSCRIPTION OBLIGATIONS,028306,DISSOLUTION AS DEFENSE,2,0,028307=DISSOLUTION OF CORPORATION AS DEFENSE,1
028537,SHARES AND STOCK,028556,FORFEITURE OF STOCK,1,2,028553=FORFEITURE OF SHARES,1
028537,SHARES AND STOCK,028565,ISSUANCE OF STOCK,0,2,028561=ISSUANCE OF SHARES,1
028537,SHARES AND STOCK,028574,PREFERRED SHARES,0,3,028577=PREFERRED STOCK,1
028537,SHARES AND STOCK,028542,ACQUISITION OF OWN SHARES,0,5,028538=ACQUISITION AND HOLDING OF OWN SHARES;028540=ACQUISITION BY CORPORATION OF ITS OWN SHARES,2
028537,SHARES AND STOCK,028548,ASSESSMENTS ON STOCK,0,2,028546=ASSESSMENTS AND CALLS ON SHARES,1
028542,ACQUISITION OF OWN SHARES,028545,PROHIBITION ON PURCHASE OF OWN SHARES,2,0,028544=PROHIBITION ON CORPORATION PURCHASING ITS OWN SHARES,1
028612,STOCK SUBSCRIPTIONS,028620,GOVERNMENT AS STOCK SUBSCRIBER,1,1,028621=GOVERNMENTAL SUBSCRIBERS,1
028763,CORPORATE FRANCHISE AND CHARTER,028766,FORFEITURE OF FRANCHISE,0,2,028764=FORFEITURE OF CHARTER OR FRANCHISE,1
028782,CORPORATE GOVERNANCE,028838,BYLAWS AND INTERNAL REGULATIONS,0,9,028833=BY-LAWS AND INTERNAL REGULATIONS,1
028782,CORPORATE GOVERNANCE,029002,SHAREHOLDER MEETINGS,0,22,029071=STOCKHOLDER MEETINGS,1
028782,CORPORATE GOVERNANCE,029045,SHAREHOLDER VOTING RIGHTS,0,4,029080=STOCKHOLDER VOTING RIGHTS,1
028782,CORPORATE GOVERNANCE,028887,DIRECTORS AND OFFICERS,0,57,028828=BOARD OF DIRECTORS AND OFFICERS,1
028782,CORPORATE GOVERNANCE,028991,SHAREHOLDER AND DIRECTOR MEETINGS,0,6,029068=STOCKHOLDER AND DIRECTOR MEETINGS,1
028782,CORPORATE GOVERNANCE,029035,SHAREHOLDER VOTING,0,5,029078=STOCKHOLDER VOTING,1
028782,CORPORATE GOVERNANCE,029022,SHAREHOLDER RIGHTS,0,5,029075=STOCKHOLDER RIGHTS,1
028782,CORPORATE GOVERNANCE,029017,SHAREHOLDER MEETINGS AND VOTING,0,3,029073=STOCKHOLDER MEETINGS AND VOTING,1
028785,BOARD OF DIRECTORS,028791,BOARD MANAGEMENT AND OVERSIGHT,2,0,028792=BOARD MANAGEMENT AND OVERSIGHT FUNCTIONS,1
028785,BOARD OF DIRECTORS,028817,POWERS OF THE BOARD,1,2,028815=POWERS OF DIRECTORS,1
028887,DIRECTORS AND OFFICERS,028891,AUTHORITY AND POWERS,0,0,028927=POWERS AND AUTHORITY OF DIRECTORS,1
028887,DIRECTORS AND OFFICERS,028924,NOTICE AND KNOWLEDGE IMPUTED TO DIRECTORS,2,0,028921=KNOWLEDGE OF DIRECTORS AS NOTICE TO THE CORPORATION;028922=NOTICE AND KNOWLEDGE,2
029002,SHAREHOLDER MEETINGS,029011,NOTICE REQUIREMENTS,1,3,029009=NOTICE OF MEETINGS,1
029017,SHAREHOLDER MEETINGS AND VOTING,029018,PROXIES,0,2,029020=VOTING BY PROXY,1
029022,SHAREHOLDER RIGHTS,029025,INSPECTION RIGHTS,0,3,029023=INSPECTION OF BOOKS AND RECORDS,1
029051,SHAREHOLDERS' MEETINGS,029055,NOTICE OF MEETINGS,0,2,029057=NOTICE REQUIREMENTS,1
029111,CORPORATE GOVERNANCE AND FIDUCIARY DUTIES,029141,DIRECTORS' DUTIES AND LIABILITY,0,2,029139=DIRECTORS' DUTIES AND LIABILITIES,1
029119,DIRECTORS AND OFFICERS,029120,BREACH OF FIDUCIARY DUTY,0,2,029133=MISCONDUCT AND BREACH OF DUTY,1
029164,CORPORATE GOVERNANCE AND INTERNAL AFFAIRS,029183,BY-LAWS,2,11,029195=BYLAWS;029219=CORPORATE BYLAWS,2
029164,CORPORATE GOVERNANCE AND INTERNAL AFFAIRS,029202,BYLAWS AND INTERNAL REGULATIONS,0,6,029192=BY-LAWS AND INTERNAL REGULATIONS,1
029164,CORPORATE GOVERNANCE AND INTERNAL AFFAIRS,029168,BOARD OF DIRECTORS,0,4,029233=DIRECTORS,1
029164,CORPORATE GOVERNANCE AND INTERNAL AFFAIRS,029313,SHAREHOLDERS,0,3,029318=SHAREHOLDERS AND STOCKHOLDERS,1
029195,BYLAWS,029199,AMENDMENT OF BYLAWS,2,2,029196=AMENDMENT AND ALTERATION OF BYLAWS,1
029261,OFFICERS AND DIRECTORS,029264,POWERS AND AUTHORITY OF OFFICERS,0,2,029262=AUTHORITY AND POWERS OF CORPORATE OFFICERS,1
029291,SHAREHOLDER RIGHTS AND REMEDIES,029296,INSPECTION RIGHTS,0,4,029293=INSPECTION OF CORPORATE BOOKS AND RECORDS,1
029334,CORPORATE GOVERNANCE AND INTERNAL REGULATION,029335,BY-LAWS,0,30,029351=BYLAWS,1
029365,CORPORATE GOVERNANCE AND INTERNAL REGULATIONS,029382,BYLAWS,0,0,029366=BY-LAWS,1
029382,BYLAWS,029389,VALIDITY OF BYLAWS,0,0,029385=VALIDITY AND ENFORCEABILITY OF BYLAWS,1
029433,CORPORATE GOVERNANCE AND MANAGEMENT,029493,DIRECTORS OF CORPORATIONS,1,14,029448=DIRECTORS,1
029433,CORPORATE GOVERNANCE AND MANAGEMENT,029446,CORPORATE OFFICERS,1,1,029508=OFFICERS,1
029448,DIRECTORS,029454,DIRECTOR COMPENSATION,1,2,029455=DIRECTOR COMPENSATION AND EMOLUMENTS;029457=DIRECTOR COMPENSATION AND REMUNERATION,2
029465,DIRECTORS AND OFFICERS,029480,POWERS AND AUTHORITY OF DIRECTORS,0,3,029466=AUTHORITY AND POWERS,1
029465,DIRECTORS AND OFFICERS,029472,DIRECTORS' DUTIES AND LIABILITIES,0,0,029476=DUTIES AND LIABILITY OF DIRECTORS,1
029580,PRESIDENT,029581,AUTHORITY AND POWERS,0,3,029584=AUTHORITY OF PRESIDENT,1
029594,CORPORATE GOVERNANCE AND REGULATION,029606,PUBLICITY AND REPORTING REQUIREMENTS,0,5,029604=PUBLICITY AND DISCLOSURE REQUIREMENTS;029614=REPORTING AND DISCLOSURE OBLIGATIONS,2
029614,REPORTING AND DISCLOSURE OBLIGATIONS,029615,ANNUAL REPORT TO SECRETARY OF STATE,1,1,029616=ANNUAL REPORTS,1
029633,CORPORATE GOVERNANCE AND SHAREHOLDER RIGHTS,029638,SHAREHOLDER INSPECTION AND INFORMATION RIGHTS,1,2,029634=INSPECTION OF BOOKS AND RECORDS;029639=SHAREHOLDER INSPECTION RIGHTS,2
029657,CAPITAL STRUCTURE AND STOCK,029658,INCREASE OF CAPITAL,0,2,029660=INCREASE OF CAPITAL STOCK,1
029690,CORPORATE LIABILITY,029700,VICARIOUS LIABILITY,0,3,029702=VICARIOUS LIABILITY FOR CORPORATE AGENTS;029704=VICARIOUS LIABILITY OF CORPORATION,2
029690,CORPORATE LIABILITY,029691,LIABILITY FOR DEBTS OF RELATED ENTITIES,0,2,029693=LIABILITY FOR PREDECESSOR OR RELATED ENTITY DEBTS,1
029825,CORPORATE POWERS AND AUTHORITY,029844,INCIDENTAL AND IMPLIED POWERS,1,3,029841=IMPLIED POWERS;029846=INCIDENTAL POWERS,2
029825,CORPORATE POWERS AND AUTHORITY,029848,INTERPRETATION OF CORPORATE CHARTERS AND GRANTS OF POWER,0,2,029835=CONSTRUCTION AND INTERPRETATION OF CORPORATE CHARTERS AND GRANTS,1
029896,CORPORATE POWERS AND CAPACITY,029918,IMPLIED POWERS,0,3,029921=INCIDENTAL AND IMPLIED POWERS,1
029896,CORPORATE POWERS AND CAPACITY,029943,POWER TO HOLD REAL ESTATE,0,2,029945=POWER TO HOLD REAL PROPERTY,1
029896,CORPORATE POWERS AND CAPACITY,029901,CONTRACTUAL POWER OF CORPORATIONS,1,2,029902=CONTRACTUAL POWERS;029933=POWER TO CONTRACT,2
029896,CORPORATE POWERS AND CAPACITY,029953,PROPERTY ACQUISITION AND HOLDING,0,4,029937=POWER TO HOLD AND ACQUIRE PROPERTY;029958=PROPERTY ACQUISITION POWERS,2
029896,CORPORATE POWERS AND CAPACITY,029925,LIMITATION OF POWERS,1,1,029926=LIMITATIONS ON CORPORATE POWER,1
029896,CORPORATE POWERS AND CAPACITY,029951,POWER TO SUE AND BE SUED,0,0,029898=CAPACITY TO SUE AND BE SUED,1
029918,IMPLIED POWERS,029919,GENERAL PRINCIPLES,2,0,029920=GENERAL RULES AS TO IMPLIED POWERS,1
029975,ULTRA VIRES DOCTRINE,029991,ULTRA VIRES ACTS,2,0,029992=ULTRA VIRES ACTS IN GENERAL,1
030025,ULTRA VIRES DOCTRINE,030033,ESTOPPEL TO PLEAD ULTRA VIRES,0,3,030031=ESTOPPEL TO ASSERT ULTRA VIRES,1
030115,GUARANTY AND SURETYSHIP,030116,GUARANTY OF BONDS OF ANOTHER CORPORATION,1,1,030117=GUARANTY OF BONDS OF OTHER COMPANIES,1
030232,CORPORATE SECURITIES AND CAPITAL STRUCTURE,030252,STOCK AND STOCKHOLDERS,6,1,030234=SHARES AND SHAREHOLDERS,1
030236,SHARES AND STOCK,030245,ISSUANCE OF STOCK,1,1,030243=ISSUANCE OF SHARES,1
030334,SHAREHOLDERS AND MEMBERS,030337,MEMBERSHIP IN STOCK CORPORATIONS,1,0,030335=CORPORATE SHAREHOLDERS,1
030391,DIRECTORS,030398,FIDUCIARY DUTIES AND LIABILITY,0,2,030393=DIRECTORS' DUTIES AND LIABILITY,1
030414,DIRECTORS AND OFFICERS,030725,LIABILITY FOR NEGLIGENCE,0,3,030482=DIRECTOR LIABILITY FOR NEGLIGENCE,1
030414,DIRECTORS AND OFFICERS,030515,DUTIES AND LIABILITY,0,0,030508=DUTIES AND LIABILITIES,1
030414,DIRECTORS AND OFFICERS,030666,FIDUCIARY DUTIES AND LIABILITY,0,8,030657=FIDUCIARY DUTIES AND LIABILITIES,1
030414,DIRECTORS AND OFFICERS,030723,LIABILITIES OF DIRECTORS,1,30,030728=LIABILITY OF DIRECTORS,1
030523,FIDUCIARY DUTIES,030639,STANDARD OF REVIEW,0,3,030642=STANDARDS OF JUDICIAL REVIEW,1
030523,FIDUCIARY DUTIES,030605,DUTY OF OVERSIGHT (CAREMARK),1,4,030600=DUTY OF OVERSIGHT,1
030543,DUTY OF CARE,030545,EXCULPATION,5,0,030546=EXCULPATION PROVISIONS;030547=EXCULPATION UNDER DGCL § 102(B)(7);030551=STATUTORY EXCULPATION AND LIABILITY LIMITATION,3
030557,DUTY OF LOYALTY,030558,BRIBES OR SECRET PROFITS FROM THIRD PARTIES,1,0,030588=SECRET PROFITS,1
030557,DUTY OF LOYALTY,030568,DIRECTORS' OVERSIGHT DUTY,4,1,030572=DUTY OF OVERSIGHT;030574=DUTY OF OVERSIGHT (CAREMARK);030585=OVERSIGHT AND MONITORING (CAREMARK) DUTIES;030586=OVERSIGHT DUTY AND CAREMARK DOCTRINE,4
030557,DUTY OF LOYALTY,030577,INTENTIONAL HARM,2,0,030578=INTENTIONAL MISCONDUCT OR HARM,1
030557,DUTY OF LOYALTY,030565,CORPORATE OPPORTUNITIES,2,0,030566=CORPORATE OPPORTUNITIES AND MISAPPROPRIATION;030567=CORPORATE OPPORTUNITY DOCTRINE,2
030600,DUTY OF OVERSIGHT,030603,CAREMARK DOCTRINE,2,1,030601=CAREMARK CLAIMS;030604=CAREMARK OVERSIGHT CLAIMS,2
030691,LIABILITIES AND DISABILITIES OF DIRECTORS,030720,ULTRA VIRES NON-FEASANCE,1,1,030721=ULTRA VIRES NONFEASANCE,1
030780,QUALIFICATION AND ELIGIBILITY,030783,SHARE OWNERSHIP QUALIFICATION,1,1,030781=QUALIFICATION SHARES,1
030816,"DIRECTORS, OFFICERS, AND FIDUCIARIES",030817,DIRECTOR DUTIES AND LIABILITY,0,4,030830=DIRECTORS DUTIES AND LIABILITIES,1
030816,"DIRECTORS, OFFICERS, AND FIDUCIARIES",030841,FIDUCIARY DUTIES OF DIRECTORS,0,4,030838=FIDUCIARY DUTIES AND LIABILITY OF DIRECTORS,1
030817,DIRECTOR DUTIES AND LIABILITY,030818,NEGLIGENCE LIABILITY OF DIRECTORS,1,2,030819=NEGLIGENCE-BASED LIABILITY,1
030856,DISSOLUTION AND WINDING UP,030859,ASSETS UPON DISSOLUTION,3,0,030858=ASSET DISTRIBUTION UPON DISSOLUTION,1
030920,FIDUCIARY DUTIES,030928,DUTIES OF CONTROLLING SHAREHOLDERS,1,1,030921=CONTROLLING SHAREHOLDERS,1
030951,DUTY OF CARE,030955,EXCULPATION,3,0,030956=EXCULPATION FROM LIABILITY,1
030963,DUTY OF LOYALTY,030970,CORPORATE OPPORTUNITY DOCTRINE,3,1,030969=CORPORATE OPPORTUNITIES DOCTRINE,1
030963,DUTY OF LOYALTY,030975,DUTY OF OVERSIGHT AND CAREMARK,0,3,030973=DUTY OF OVERSIGHT,1
030985,ENHANCED SCRUTINY,030988,REVLON DUTIES,2,0,030989=REVLON DUTY IN SALE OR CHANGE-OF-CONTROL TRANSACTIONS,1
031020,FOREIGN CORPORATIONS,031067,QUALIFICATION TO DO BUSINESS,0,5,031022=ADMISSION TO DO BUSINESS;031058=QUALIFICATION AND ADMISSION TO DO BUSINESS,2
031020,FOREIGN CORPORATIONS,031038,EXCLUSION OR OUSTER,0,3,031036=EXCLUSION AND OUSTER OF FOREIGN CORPORATIONS,1
031096,FORMATION AND CAPITAL STRUCTURE,031097,CAPITAL SUBSCRIPTIONS,1,1,031098=SHARE SUBSCRIPTIONS,1
031101,FORMATION AND CAPITALIZATION,031116,STOCK SUBSCRIPTIONS,0,7,031109=SHARE SUBSCRIPTIONS;031114=SHARES AND STOCK SUBSCRIPTIONS,2
031191,FORMATION AND INCORPORATION,031192,ARTICLES OF INCORPORATION,0,30,031233=ARTICLES OR CERTIFICATE OF INCORPORATION,1
031191,FORMATION AND INCORPORATION,031267,DEFECTIVE INCORPORATION,1,10,031275=DEFECTS IN INCORPORATION,1
031191,FORMATION AND INCORPORATION,031255,CHARTERS,0,4,031259=CORPORATE CHARTER,1
031191,FORMATION AND INCORPORATION,031284,GENERAL INCORPORATION LAWS,0,2,031286=GENERAL INCORPORATION STATUTES,1
031233,ARTICLES OR CERTIFICATE OF INCORPORATION,031240,CORPORATE PURPOSE OR OBJECT CLAUSE,1,2,031244=STATEMENT OF CORPORATE PURPOSES,1
031378,FORMATION AND ORGANIZATION,031754,SUBSCRIPTIONS AND ALLOTMENTS,0,2,031732=SHARE SUBSCRIPTIONS AND ALLOTMENT,1
031378,FORMATION AND ORGANIZATION,031707,PROMOTERS AND PREINCORPORATION ACTIVITY,0,0,031697=PROMOTERS AND PRE-INCORPORATION ACTIVITIES,1
031378,FORMATION AND ORGANIZATION,031721,SHARE SUBSCRIPTIONS,0,28,031744=STOCK SUBSCRIPTIONS,1
031384,ARTICLES OF INCORPORATION,031387,AMENDMENT OF ARTICLES,0,3,031385=AMENDMENT AND ALTERATION,1
031384,ARTICLES OF INCORPORATION,031407,"FILING, PUBLISHING, AND RECORDING",2,0,"031408=FILING, PUBLISHING, AND RECORDING REQUIREMENTS",1
031441,CERTIFICATE OF INCORPORATION,031444,REQUIRED AND PERMITTED CONTENTS,1,1,031442=CONTENTS AND REQUIRED PROVISIONS,1
031490,DEFECTIVE INCORPORATION,031503,DE FACTO CORPORATIONS AND INCOMPLETE INCORPORATION,3,3,031497=CORPORATION DE FACTO;031501=DE FACTO CORPORATION DOCTRINE,2
031490,DEFECTIVE INCORPORATION,031506,ESTOPPEL TO DENY CORPORATE EXISTENCE,3,0,031505=ESTOPPEL OF CORPORATION TO DENY ITS OWN EXISTENCE,1
031490,DEFECTIVE INCORPORATION,031516,STANDING TO CHALLENGE CORPORATE EXISTENCE,2,0,031517=STANDING TO CHALLENGE INCORPORATION DEFECTS,1
031494,CORPORATION BY ESTOPPEL,031496,ESTOPPEL TO DENY CORPORATE EXISTENCE,2,0,031495=ESTOPPEL OF CORPORATION TO DENY OWN EXISTENCE,1
031644,LIABILITY OF PROMOTERS,031646,FRAUD AND DECEIT,2,0,031645=ACTUAL FRAUD AND DECEIT,1
031701,PROMOTERS AND PRE-INCORPORATION TRANSACTIONS,031702,CORPORATE LIABILITY ON PROMOTERS' CONTRACTS,1,1,031704=LIABILITY OF CORPORATION FOR PROMOTERS' CONTRACTS,1
031784,PROMOTERS,031793,IMPLIED OR IMPUTED KNOWLEDGE TO CORPORATION,2,0,031786=ATTRIBUTION OF PROMOTER KNOWLEDGE TO CORPORATION,1
031784,PROMOTERS,031791,CORPORATION'S ASSUMPTION OF PROMOTER CONTRACTS,1,1,031789=CORPORATION'S ADOPTION OF PROMOTER CONTRACTS,1
031802,FORMATION AND STRUCTURE,031812,TYPES OF CORPORATIONS,2,1,031805=CLASSIFICATION OF CORPORATIONS,1
031872,INTERNAL GOVERNANCE,031875,BY-LAWS,2,6,031878=BY-LAWS AND INTERNAL REGULATIONS,1
032030,TREASURER,032031,AUTHORITY,0,2,032034=AUTHORITY AND POWERS,1
032090,PRIVATE CORPORATIONS,032109,STOCKHOLDERS,0,2,032111=STOCKHOLDERS AND SHAREHOLDERS,1
032159,RECEIVERS AND RECEIVERSHIP,032160,RECEIVER'S POWERS AND DUTIES,0,3,032165=RECEIVER'S RIGHTS AND POWERS,1
032194,RECEIVERSHIP AND CORPORATE INSOLVENCY,032202,RECEIVER'S POWERS AND DUTIES,0,3,032198=POWERS AND DUTIES OF RECEIVERS,1
032305,SECURITIES AND SHAREHOLDERS,032313,SHARE SUBSCRIPTIONS AND PURCHASE,0,2,032335=STOCK SUBSCRIPTIONS AND PURCHASES,1
032325,STOCK SUBSCRIPTIONS,032331,SUBSCRIBER DEFENSES,0,2,032333=SUBSCRIBER REMEDIES AND DEFENSES,1
032363,STOCK SUBSCRIPTIONS,032371,FRAUD AND MISREPRESENTATION IN SUBSCRIPTIONS,1,1,032372=FRAUD IN SUBSCRIPTION,1
032475,SUBSCRIPTIONS FOR SHARES,032479,STOCK JOBBING PREVENTION STATUTES,0,2,032477=STATUTORY RESTRICTIONS ON STOCK-JOBBING,1
032500,SHARE SUBSCRIPTIONS,032520,FRAUDULENT REPRESENTATIONS,0,2,032517=FRAUD AND MISREPRESENTATION,1
032571,INDIVIDUAL SHAREHOLDER LIABILITY,032572,STATUTORY CONSTRUCTION OF LIABILITY PROVISIONS,2,0,032573=STATUTORY CONSTRUCTION OF LIABILITY-CREATING STATUTES,1
032597,STATUTORY LIABILITY FOR CORPORATE DEBTS,032599,TIME-OF-DEBT STATUTE RULE,2,0,032600=TIMING OF DEBT CONTRACTION,1
032623,DERIVATIVE ACTIONS,032630,RIGHT TO SUE ON BEHALF OF THE CORPORATION,2,0,032629=RIGHT TO SUE FOR WRONG DONE THE CORPORATION,1
032649,SHAREHOLDER RIGHTS,032658,INSPECTION RIGHTS,0,0,032656=INSPECTION OF BOOKS AND RECORDS,1
032700,SHAREHOLDER RIGHTS AND REMEDIES,032738,INSPECTION OF CORPORATE BOOKS AND RECORDS,1,6,032736=INSPECTION OF BOOKS AND RECORDS;032747=RIGHT TO INSPECT BOOKS AND RECORDS,2
032700,SHAREHOLDER RIGHTS AND REMEDIES,032733,GENERAL SHAREHOLDER RIGHTS AND REMEDIES,2,0,032760=SHAREHOLDERS' RIGHTS AND REMEDIES GENERALLY,1
032700,SHAREHOLDER RIGHTS AND REMEDIES,032708,DERIVATIVE ACTIONS,0,8,032750=SHAREHOLDER DERIVATIVE ACTIONS;032756=SHAREHOLDER DERIVATIVE SUITS,2
032769,SHAREHOLDERS,032818,INSPECTION RIGHTS,0,4,032987=SHAREHOLDER INSPECTION RIGHTS,1
032769,SHAREHOLDERS,033104,SUBSCRIPTIONS FOR SHARES,0,28,033092=STOCK SUBSCRIPTIONS,1
032769,SHAREHOLDERS,032902,LIABILITY TO CREDITORS,0,21,032822=LIABILITIES TO CREDITORS;033013=SHAREHOLDER LIABILITY TO CREDITORS,2
032769,SHAREHOLDERS,032781,ASSESSMENTS AND CALLS,0,4,032784=ASSESSMENTS AND CALLS ON SHARES,1
032769,SHAREHOLDERS,032953,RIGHTS AND LIABILITIES OF SHAREHOLDERS,0,11,032967=RIGHTS AND LIABILITIES OF STOCKHOLDERS,1
032828,LIABILITY OF SHAREHOLDERS,032833,CONTRIBUTION AMONG SHAREHOLDERS,0,3,032836=CONTRIBUTION AMONG STOCKHOLDERS,1
032828,LIABILITY OF SHAREHOLDERS,032858,PERSONAL LIABILITY FOR CORPORATE DEBTS,1,2,032848=INDIVIDUAL LIABILITY FOR CORPORATE DEBTS,1
032895,SUBSCRIPTION CONTRACTS,032896,BREACH OF CONTRACT OF SUBSCRIPTION,1,2,032897=BREACH OF SUBSCRIPTION,1
032902,LIABILITY TO CREDITORS,032905,CREDITOR'S BILL AGAINST STOCKHOLDER,2,0,032906=CREDITORS' SUITS AGAINST STOCKHOLDERS,1
032929,TORT LIABILITY OF SHAREHOLDERS,032931,NO PERSONAL LIABILITY FOR CORPORATE TORTS,2,0,032930=NO COMMON-LAW LIABILITY FOR CORPORATE TORTS,1
033028,SHAREHOLDER RIGHTS,033029,INSPECTION OF CORPORATE BOOKS AND RECORDS,0,3,033032=INSPECTION OF CORPORATE RECORDS,1
033104,SUBSCRIPTIONS FOR SHARES,033115,DEFENSES TO ENFORCEMENT,0,4,033118=DEFENSES TO SUBSCRIPTION OBLIGATIONS,1
033181,SHAREHOLDERS AND MEMBERS,033333,STOCKHOLDER LIABILITY,12,43,033214=LIABILITY OF SHAREHOLDERS;033271=LIABILITY OF SHAREHOLDERS AND MEMBERS,2
